8.357415583175579199e-01,3.686298377527709169e-01
3.819640585742258010e-02,8.480677807154739511e-01
4.896387944241135104e-01,9.894009795142005848e-01
5.848295622655500514e-01,6.092776327039259865e-01
8.438729198982253266e-01,3.864355712610935134e-01
8.572132067623873253e-01,3.865211266655613764e-01
5.970010786794153201e-01,8.975988477691245748e-01
7.295590355703434060e-01,6.770802088708475219e-01
5.782216738918997123e-01,5.689231567207723161e-01
5.066450278841378579e-02,9.564741260686527857e-01
6.012201089957666111e-01,6.404021596190200283e-01
8.569742487110290075e-01,3.639030585566376264e-01
6.631134325228384974e-01,6.676512303150046179e-01
6.902276452307136712e-01,6.919759310322832757e-01
7.326000073471266028e-01,8.393539200718106441e-01
5.776345573228094943e-02,9.145373991382770296e-01
5.810059982430506587e-01,9.419179405806795691e-01
8.415796537034688773e-01,3.742981300784650189e-01
8.652903170067824945e-01,3.898239044230303318e-01
6.548440129658141817e-01,5.516056841313655701e-01
5.432218061277274135e-01,9.293014632806946285e-01
5.805017751194239128e-01,8.606018384604445792e-01
1.257269244948605313e-01,9.024706932274647597e-01
6.198189470308925753e-01,8.195053812607835386e-01
5.721901931124058205e-01,9.963186612312117107e-01
7.460390044724789227e-02,9.566887155675036780e-01
8.098028897953997163e-01,7.616966117961474492e-01
5.244402036083889440e-01,8.991725702648774021e-01
8.583938102511156076e-01,3.791020262671611074e-01
5.061333755331804962e-01,9.562373462420212800e-01
7.367264913117558267e-01,8.084949920641377741e-01
8.581529921442396791e-01,3.502855597960438105e-01
6.095929953569773074e-01,9.344772119564282997e-01
6.773219766071381098e-01,6.121530704447369908e-01
5.724040706717912208e-01,8.786289063377741293e-01
9.047553012988905630e-02,9.072572291445868409e-01
9.535687093150191362e-02,9.817510767413292205e-01
1.231541860835956154e-01,9.060757906325997979e-01
5.256721064667345678e-01,9.751547965876365964e-01
7.696075682795657791e-01,9.689897159531066784e-01
8.473492699731988154e-01,3.608402541414964526e-01
6.637044353139741615e-01,5.477748400281194918e-01
5.547468759749296652e-01,9.303490453823719530e-01
7.855343523880423118e-02,9.499850881216909126e-01
6.548019535587050743e-01,5.699210678435191468e-01
6.752061510843880843e-01,7.406263822715971612e-01
8.652820311677144050e-01,3.711665100552110630e-01
6.019647074077807414e-01,5.895035015125021927e-01
8.664364682769635229e-01,3.526022031865302386e-01
5.322453387906644906e-01,1.002309180589979309e+00
5.147500625586552969e-01,9.371746624298005202e-01
1.602197174632499221e-01,9.756673462492078119e-01
7.686995921389233599e-01,6.178258062715267229e-01
5.585625203159079177e-01,9.176428136608392183e-01
1.333014672783348342e-01,8.706809096328086417e-01
8.634736764024213418e-01,3.816552404733231096e-01
5.651026457810996995e-01,9.538708479567228338e-01
6.655019254782645888e-01,5.575632357445758913e-01
7.511759490372590387e-01,8.173629676105285125e-01
6.349906159851645415e-02,8.563692035371383016e-01
5.675266454734043675e-01,5.440980663689185537e-01
6.003456343022078867e-01,6.353059203046806935e-01
7.273700510368972250e-01,7.768669934180476577e-01
6.030375261790857921e-01,6.184654446261944605e-01
4.998799352424482256e-01,5.550234084746603624e-01
1.165779824879807636e-01,9.759386193092013384e-01
6.136928278710624962e-01,9.555065638032678166e-01
8.454959140724369604e-01,3.621209011510189701e-01
5.365771435616022433e-01,9.525845165465577358e-01
8.650296341300011127e-01,8.675076611105172475e-01
8.627096910987513967e-01,3.630535981273295687e-01
5.613508881763199510e-01,9.363429038193632481e-01
5.159109044943762656e-01,5.634806280485282759e-01
7.146303626390760888e-01,8.468296767942413705e-01
8.607349513164352928e-01,7.540317182528470941e-01
5.232864463415201062e-01,9.724478825716547092e-01
4.861140544638506422e-02,9.321533189652335682e-01
8.383051894742599153e-01,3.836737953448468019e-01
8.495057060891905154e-01,3.725174027752397587e-01
5.511336476101614812e-01,9.587499924706485155e-01
6.876018959049570167e-01,6.254032834781181327e-01
7.231898912889840325e-01,6.284573880297334991e-01
5.267849304968880153e-01,6.753425376106545475e-01
5.687225371846583721e-01,6.516560023640762811e-01
6.206336030172295848e-01,6.317465862611884031e-01
8.484994395179518145e-01,3.656627104581601229e-01
6.344692266350921983e-01,5.988634210532346458e-01
7.260336760177642512e-01,8.035385590848255211e-01
8.649798592441845235e-01,3.817790452825302605e-01
9.136353747254553903e-02,8.369701160595816036e-01
5.255175147502625377e-01,6.169485800782165130e-01
8.555560265462439640e-01,3.734825240820487391e-01
2.845916182373287029e-03,8.977212415614828078e-01
6.377345400982262769e-01,8.123697386169641543e-01
8.190707775738099716e-01,7.268314938566126093e-01
7.187096550895812896e-01,9.155056899314246710e-01
7.477003925220723213e-01,8.030204435087449077e-01
8.277289589756751109e-01,9.064015113817618374e-01
6.332435502435664887e-01,8.720688496228454767e-01
5.579513897879161410e-01,6.646009295508124026e-01
6.451222374736275134e-01,9.245339248871810023e-01
5.228865976834629059e-01,7.192297815941989247e-01
5.362661389982605886e-01,9.761411216017593651e-01
8.580827881344059715e-01,3.700728748591361472e-01
8.655278249600898421e-01,3.781694031435510750e-01
7.194131000856384128e-01,7.312512327778971644e-01
8.573878996591940416e-01,3.816188745080077993e-01
6.592188091680070139e-01,9.457104946902423759e-01
7.007097097346961512e-01,7.954989573833654015e-01
8.596623865373995699e-01,3.776675335341972417e-01
7.361510737280128058e-01,7.014527744257926800e-01
6.636278607163953458e-02,8.817638868044395117e-01
5.789259391091550189e-01,9.662539167322976574e-01
5.726179865163392169e-01,9.573789066814901716e-01
1.098607731579789304e-01,8.897509841510575779e-01
5.932025268152263386e-01,9.717646249438340877e-01
7.810560675951802034e-01,7.777388915596876728e-01
6.412998787046990667e-01,5.796438341701465324e-01
8.292674927364329651e-02,9.533607486739393844e-01
5.403553926133304319e-01,8.971365665791389832e-01
8.398940202129735466e-01,3.635535813256973725e-01
6.763025305362156958e-01,8.607332267131644343e-01
8.470172592152663826e-01,7.506319326579464768e-01
6.901458036450698330e-01,5.702455335315035345e-01
1.273960381999602876e-01,9.768843133514220067e-01
